id, identification, floor, section, location, shelf, column, row, emc
7914, 236134, 2, 3, 6, 1, 3, 4, 0
7915, 236135, 2, 3, 6, 1, 3, 5, 0
7916, 236141, 2, 3, 6, 1, 4, 1, 0
7917, 236142, 2, 3, 6, 1, 4, 2, 0
7918, 236143, 2, 3, 6, 1, 4, 3, 0
7919, 236144, 2, 3, 6, 1, 4, 4, 0
7920, 236145, 2, 3, 6, 1, 4, 5, 0
7921, 236151, 2, 3, 6, 1, 5, 1, 0
7922, 236152, 2, 3, 6, 1, 5, 2, 0
7923, 236153, 2, 3, 6, 1, 5, 3, 0
7924, 236154, 2, 3, 6, 1, 5, 4, 0
7925, 236155, 2, 3, 6, 1, 5, 5, 0
7926, 236211, 2, 3, 6, 2, 1, 1, 0
7927, 236212, 2, 3, 6, 2, 1, 2, 0
7928, 236213, 2, 3, 6, 2, 1, 3, 0
7929, 236214, 2, 3, 6, 2, 1, 4, 0
7930, 236215, 2, 3, 6, 2, 1, 5, 0
7931, 236221, 2, 3, 6, 2, 2, 1, 0
7932, 236222, 2, 3, 6, 2, 2, 2, 0
7933, 236223, 2, 3, 6, 2, 2, 3, 0
7934, 236224, 2, 3, 6, 2, 2, 4, 0
7935, 236225, 2, 3, 6, 2, 2, 5, 0
7936, 236231, 2, 3, 6, 2, 3, 1, 0
7937, 236232, 2, 3, 6, 2, 3, 2, 0
7938, 236233, 2, 3, 6, 2, 3, 3, 0
7939, 236234, 2, 3, 6, 2, 3, 4, 0
7940, 236235, 2, 3, 6, 2, 3, 5, 0
7941, 236241, 2, 3, 6, 2, 4, 1, 0
7942, 236242, 2, 3, 6, 2, 4, 2, 0
7943, 236243, 2, 3, 6, 2, 4, 3, 0
7944, 236244, 2, 3, 6, 2, 4, 4, 0
7945, 236245, 2, 3, 6, 2, 4, 5, 0
7946, 236251, 2, 3, 6, 2, 5, 1, 0
7947, 236252, 2, 3, 6, 2, 5, 2, 0
7948, 236253, 2, 3, 6, 2, 5, 3, 0
7949, 236254, 2, 3, 6, 2, 5, 4, 0
7950, 236255, 2, 3, 6, 2, 5, 5, 0
7951, 236311, 2, 3, 6, 3, 1, 1, 0
7952, 236312, 2, 3, 6, 3, 1, 2, 0
7953, 236313, 2, 3, 6, 3, 1, 3, 0
7954, 236314, 2, 3, 6, 3, 1, 4, 0
7955, 236315, 2, 3, 6, 3, 1, 5, 0
7956, 236321, 2, 3, 6, 3, 2, 1, 0
7957, 236322, 2, 3, 6, 3, 2, 2, 0
7958, 236323, 2, 3, 6, 3, 2, 3, 0
7959, 236324, 2, 3, 6, 3, 2, 4, 0
7960, 236325, 2, 3, 6, 3, 2, 5, 0
7961, 236331, 2, 3, 6, 3, 3, 1, 0
7962, 236332, 2, 3, 6, 3, 3, 2, 0
7963, 236333, 2, 3, 6, 3, 3, 3, 0
7964, 236334, 2, 3, 6, 3, 3, 4, 0
7965, 236335, 2, 3, 6, 3, 3, 5, 0
7966, 236341, 2, 3, 6, 3, 4, 1, 0
7967, 236342, 2, 3, 6, 3, 4, 2, 0
7968, 236343, 2, 3, 6, 3, 4, 3, 0
7969, 236344, 2, 3, 6, 3, 4, 4, 0
7970, 236345, 2, 3, 6, 3, 4, 5, 0
7971, 236351, 2, 3, 6, 3, 5, 1, 0
7972, 236352, 2, 3, 6, 3, 5, 2, 0
7973, 236353, 2, 3, 6, 3, 5, 3, 0
7974, 236354, 2, 3, 6, 3, 5, 4, 0
7975, 236355, 2, 3, 6, 3, 5, 5, 0
7976, 236411, 2, 3, 6, 4, 1, 1, 0
7977, 236412, 2, 3, 6, 4, 1, 2, 0
7978, 236413, 2, 3, 6, 4, 1, 3, 0
7979, 236414, 2, 3, 6, 4, 1, 4, 0
7980, 236415, 2, 3, 6, 4, 1, 5, 0
7981, 236421, 2, 3, 6, 4, 2, 1, 0
7982, 236422, 2, 3, 6, 4, 2, 2, 0
7983, 236423, 2, 3, 6, 4, 2, 3, 0
7984, 236424, 2, 3, 6, 4, 2, 4, 0
7985, 236425, 2, 3, 6, 4, 2, 5, 0
7986, 236431, 2, 3, 6, 4, 3, 1, 0
7987, 236432, 2, 3, 6, 4, 3, 2, 0
7988, 236433, 2, 3, 6, 4, 3, 3, 0
7989, 236434, 2, 3, 6, 4, 3, 4, 0
7990, 236435, 2, 3, 6, 4, 3, 5, 0
7991, 236441, 2, 3, 6, 4, 4, 1, 0
7992, 236442, 2, 3, 6, 4, 4, 2, 0
7993, 236443, 2, 3, 6, 4, 4, 3, 0
7994, 236444, 2, 3, 6, 4, 4, 4, 0
7995, 236445, 2, 3, 6, 4, 4, 5, 0
7996, 236451, 2, 3, 6, 4, 5, 1, 0
7997, 236452, 2, 3, 6, 4, 5, 2, 0
7998, 236453, 2, 3, 6, 4, 5, 3, 0
7999, 236454, 2, 3, 6, 4, 5, 4, 0
8000, 236455, 2, 3, 6, 4, 5, 5, 0
8001, 237111, 2, 3, 7, 1, 1, 1, 0
8002, 237112, 2, 3, 7, 1, 1, 2, 0
8003, 237113, 2, 3, 7, 1, 1, 3, 0
8004, 237114, 2, 3, 7, 1, 1, 4, 0
8005, 237115, 2, 3, 7, 1, 1, 5, 0
8006, 237121, 2, 3, 7, 1, 2, 1, 0
8007, 237122, 2, 3, 7, 1, 2, 2, 0
8008, 237123, 2, 3, 7, 1, 2, 3, 0
8009, 237124, 2, 3, 7, 1, 2, 4, 0
8010, 237125, 2, 3, 7, 1, 2, 5, 0
8011, 237131, 2, 3, 7, 1, 3, 1, 0
8012, 237132, 2, 3, 7, 1, 3, 2, 0
8013, 237133, 2, 3, 7, 1, 3, 3, 0
8014, 237134, 2, 3, 7, 1, 3, 4, 0
8015, 237135, 2, 3, 7, 1, 3, 5, 0
8016, 237141, 2, 3, 7, 1, 4, 1, 0
8017, 237142, 2, 3, 7, 1, 4, 2, 0
8018, 237143, 2, 3, 7, 1, 4, 3, 0
8019, 237144, 2, 3, 7, 1, 4, 4, 0
8020, 237145, 2, 3, 7, 1, 4, 5, 0
8021, 237151, 2, 3, 7, 1, 5, 1, 0
8022, 237152, 2, 3, 7, 1, 5, 2, 0
8023, 237153, 2, 3, 7, 1, 5, 3, 0
8024, 237154, 2, 3, 7, 1, 5, 4, 0
8025, 237155, 2, 3, 7, 1, 5, 5, 0
8026, 237211, 2, 3, 7, 2, 1, 1, 0
8027, 237212, 2, 3, 7, 2, 1, 2, 0
8028, 237213, 2, 3, 7, 2, 1, 3, 0
8029, 237214, 2, 3, 7, 2, 1, 4, 0
8030, 237215, 2, 3, 7, 2, 1, 5, 0
8031, 237221, 2, 3, 7, 2, 2, 1, 0
8032, 237222, 2, 3, 7, 2, 2, 2, 0
8033, 237223, 2, 3, 7, 2, 2, 3, 0
8034, 237224, 2, 3, 7, 2, 2, 4, 0
8035, 237225, 2, 3, 7, 2, 2, 5, 0
8036, 237231, 2, 3, 7, 2, 3, 1, 0
8037, 237232, 2, 3, 7, 2, 3, 2, 0
8038, 237233, 2, 3, 7, 2, 3, 3, 0
8039, 237234, 2, 3, 7, 2, 3, 4, 0
8040, 237235, 2, 3, 7, 2, 3, 5, 0
8041, 237241, 2, 3, 7, 2, 4, 1, 0
8042, 237242, 2, 3, 7, 2, 4, 2, 0
8043, 237243, 2, 3, 7, 2, 4, 3, 0
8044, 237244, 2, 3, 7, 2, 4, 4, 0
8045, 237245, 2, 3, 7, 2, 4, 5, 0
8046, 237251, 2, 3, 7, 2, 5, 1, 0
8047, 237252, 2, 3, 7, 2, 5, 2, 0
8048, 237253, 2, 3, 7, 2, 5, 3, 0
8049, 237254, 2, 3, 7, 2, 5, 4, 0
8050, 237255, 2, 3, 7, 2, 5, 5, 0
8051, 237311, 2, 3, 7, 3, 1, 1, 0
8052, 237312, 2, 3, 7, 3, 1, 2, 0
8053, 237313, 2, 3, 7, 3, 1, 3, 0
8054, 237314, 2, 3, 7, 3, 1, 4, 0
8055, 237315, 2, 3, 7, 3, 1, 5, 0
8056, 237321, 2, 3, 7, 3, 2, 1, 0
8057, 237322, 2, 3, 7, 3, 2, 2, 0
8058, 237323, 2, 3, 7, 3, 2, 3, 0
8059, 237324, 2, 3, 7, 3, 2, 4, 0
8060, 237325, 2, 3, 7, 3, 2, 5, 0
8061, 237331, 2, 3, 7, 3, 3, 1, 0
8062, 237332, 2, 3, 7, 3, 3, 2, 0
8063, 237333, 2, 3, 7, 3, 3, 3, 0
8064, 237334, 2, 3, 7, 3, 3, 4, 0
8065, 237335, 2, 3, 7, 3, 3, 5, 0
8066, 237341, 2, 3, 7, 3, 4, 1, 0
8067, 237342, 2, 3, 7, 3, 4, 2, 0
8068, 237343, 2, 3, 7, 3, 4, 3, 0
8069, 237344, 2, 3, 7, 3, 4, 4, 0
8070, 237345, 2, 3, 7, 3, 4, 5, 0
8071, 237351, 2, 3, 7, 3, 5, 1, 0
8072, 237352, 2, 3, 7, 3, 5, 2, 0
8073, 237353, 2, 3, 7, 3, 5, 3, 0
8074, 237354, 2, 3, 7, 3, 5, 4, 0
8075, 237355, 2, 3, 7, 3, 5, 5, 0
8076, 237411, 2, 3, 7, 4, 1, 1, 0
8077, 237412, 2, 3, 7, 4, 1, 2, 0
8078, 237413, 2, 3, 7, 4, 1, 3, 0
8079, 237414, 2, 3, 7, 4, 1, 4, 0
8080, 237415, 2, 3, 7, 4, 1, 5, 0
8081, 237421, 2, 3, 7, 4, 2, 1, 0
8082, 237422, 2, 3, 7, 4, 2, 2, 0
8083, 237423, 2, 3, 7, 4, 2, 3, 0
8084, 237424, 2, 3, 7, 4, 2, 4, 0
8085, 237425, 2, 3, 7, 4, 2, 5, 0
8086, 237431, 2, 3, 7, 4, 3, 1, 0
8087, 237432, 2, 3, 7, 4, 3, 2, 0
8088, 237433, 2, 3, 7, 4, 3, 3, 0
8089, 237434, 2, 3, 7, 4, 3, 4, 0
8090, 237435, 2, 3, 7, 4, 3, 5, 0
8091, 237441, 2, 3, 7, 4, 4, 1, 0
8092, 237442, 2, 3, 7, 4, 4, 2, 0
8093, 237443, 2, 3, 7, 4, 4, 3, 0
8094, 237444, 2, 3, 7, 4, 4, 4, 0
8095, 237445, 2, 3, 7, 4, 4, 5, 0
8096, 237451, 2, 3, 7, 4, 5, 1, 0
8097, 237452, 2, 3, 7, 4, 5, 2, 0
8098, 237453, 2, 3, 7, 4, 5, 3, 0
8099, 237454, 2, 3, 7, 4, 5, 4, 0
8100, 237455, 2, 3, 7, 4, 5, 5, 0
8101, 241111, 2, 4, 1, 1, 1, 1, 0
8102, 241112, 2, 4, 1, 1, 1, 2, 0
8103, 241113, 2, 4, 1, 1, 1, 3, 0
8104, 241114, 2, 4, 1, 1, 1, 4, 0
8105, 241115, 2, 4, 1, 1, 1, 5, 0
8106, 241121, 2, 4, 1, 1, 2, 1, 0
8107, 241122, 2, 4, 1, 1, 2, 2, 0
8108, 241123, 2, 4, 1, 1, 2, 3, 0
8109, 241124, 2, 4, 1, 1, 2, 4, 0
8110, 241125, 2, 4, 1, 1, 2, 5, 0
8111, 241131, 2, 4, 1, 1, 3, 1, 0
8112, 241132, 2, 4, 1, 1, 3, 2, 0
8113, 241133, 2, 4, 1, 1, 3, 3, 0
8114, 241134, 2, 4, 1, 1, 3, 4, 0
8115, 241135, 2, 4, 1, 1, 3, 5, 0
8116, 241141, 2, 4, 1, 1, 4, 1, 0
8117, 241142, 2, 4, 1, 1, 4, 2, 0
8118, 241143, 2, 4, 1, 1, 4, 3, 0
8119, 241144, 2, 4, 1, 1, 4, 4, 0
8120, 241145, 2, 4, 1, 1, 4, 5, 0
8121, 241151, 2, 4, 1, 1, 5, 1, 0
8122, 241152, 2, 4, 1, 1, 5, 2, 0
8123, 241153, 2, 4, 1, 1, 5, 3, 0
8124, 241154, 2, 4, 1, 1, 5, 4, 0
8125, 241155, 2, 4, 1, 1, 5, 5, 0
8126, 241211, 2, 4, 1, 2, 1, 1, 0
8127, 241212, 2, 4, 1, 2, 1, 2, 0
8128, 241213, 2, 4, 1, 2, 1, 3, 0
8129, 241214, 2, 4, 1, 2, 1, 4, 0
8130, 241215, 2, 4, 1, 2, 1, 5, 0
8131, 241221, 2, 4, 1, 2, 2, 1, 0
8132, 241222, 2, 4, 1, 2, 2, 2, 0
8133, 241223, 2, 4, 1, 2, 2, 3, 0
8134, 241224, 2, 4, 1, 2, 2, 4, 0
8135, 241225, 2, 4, 1, 2, 2, 5, 0
8136, 241231, 2, 4, 1, 2, 3, 1, 0
8137, 241232, 2, 4, 1, 2, 3, 2, 0
8138, 241233, 2, 4, 1, 2, 3, 3, 0
8139, 241234, 2, 4, 1, 2, 3, 4, 0
8140, 241235, 2, 4, 1, 2, 3, 5, 0
8141, 241241, 2, 4, 1, 2, 4, 1, 0
8142, 241242, 2, 4, 1, 2, 4, 2, 0
8143, 241243, 2, 4, 1, 2, 4, 3, 0
8144, 241244, 2, 4, 1, 2, 4, 4, 0
8145, 241245, 2, 4, 1, 2, 4, 5, 0
8146, 241251, 2, 4, 1, 2, 5, 1, 0
8147, 241252, 2, 4, 1, 2, 5, 2, 0
8148, 241253, 2, 4, 1, 2, 5, 3, 0
8149, 241254, 2, 4, 1, 2, 5, 4, 0
8150, 241255, 2, 4, 1, 2, 5, 5, 0
8151, 241311, 2, 4, 1, 3, 1, 1, 0
8152, 241312, 2, 4, 1, 3, 1, 2, 0
8153, 241313, 2, 4, 1, 3, 1, 3, 0
8154, 241314, 2, 4, 1, 3, 1, 4, 0
8155, 241315, 2, 4, 1, 3, 1, 5, 0
8156, 241321, 2, 4, 1, 3, 2, 1, 0
8157, 241322, 2, 4, 1, 3, 2, 2, 0
8158, 241323, 2, 4, 1, 3, 2, 3, 0
8159, 241324, 2, 4, 1, 3, 2, 4, 0
8160, 241325, 2, 4, 1, 3, 2, 5, 0
8161, 241331, 2, 4, 1, 3, 3, 1, 0
8162, 241332, 2, 4, 1, 3, 3, 2, 0
8163, 241333, 2, 4, 1, 3, 3, 3, 0
8164, 241334, 2, 4, 1, 3, 3, 4, 0
8165, 241335, 2, 4, 1, 3, 3, 5, 0
8166, 241341, 2, 4, 1, 3, 4, 1, 0
8167, 241342, 2, 4, 1, 3, 4, 2, 0
8168, 241343, 2, 4, 1, 3, 4, 3, 0
8169, 241344, 2, 4, 1, 3, 4, 4, 0
8170, 241345, 2, 4, 1, 3, 4, 5, 0
8171, 241351, 2, 4, 1, 3, 5, 1, 0
8172, 241352, 2, 4, 1, 3, 5, 2, 0
8173, 241353, 2, 4, 1, 3, 5, 3, 0
8174, 241354, 2, 4, 1, 3, 5, 4, 0
8175, 241355, 2, 4, 1, 3, 5, 5, 0
8176, 241411, 2, 4, 1, 4, 1, 1, 0
8177, 241412, 2, 4, 1, 4, 1, 2, 0
8178, 241413, 2, 4, 1, 4, 1, 3, 0
8179, 241414, 2, 4, 1, 4, 1, 4, 0
8180, 241415, 2, 4, 1, 4, 1, 5, 0
8181, 241421, 2, 4, 1, 4, 2, 1, 0
8182, 241422, 2, 4, 1, 4, 2, 2, 0
8183, 241423, 2, 4, 1, 4, 2, 3, 0
8184, 241424, 2, 4, 1, 4, 2, 4, 0
8185, 241425, 2, 4, 1, 4, 2, 5, 0
8186, 241431, 2, 4, 1, 4, 3, 1, 0
8187, 241432, 2, 4, 1, 4, 3, 2, 0
8188, 241433, 2, 4, 1, 4, 3, 3, 0
8189, 241434, 2, 4, 1, 4, 3, 4, 0
8190, 241435, 2, 4, 1, 4, 3, 5, 0
8191, 241441, 2, 4, 1, 4, 4, 1, 0
8192, 241442, 2, 4, 1, 4, 4, 2, 0
8193, 241443, 2, 4, 1, 4, 4, 3, 0
8194, 241444, 2, 4, 1, 4, 4, 4, 0
8195, 241445, 2, 4, 1, 4, 4, 5, 0
8196, 241451, 2, 4, 1, 4, 5, 1, 0
8197, 241452, 2, 4, 1, 4, 5, 2, 0
8198, 241453, 2, 4, 1, 4, 5, 3, 0
8199, 241454, 2, 4, 1, 4, 5, 4, 0
8200, 241455, 2, 4, 1, 4, 5, 5, 0
8201, 242111, 2, 4, 2, 1, 1, 1, 0
8202, 242112, 2, 4, 2, 1, 1, 2, 0
8203, 242113, 2, 4, 2, 1, 1, 3, 0
8204, 242114, 2, 4, 2, 1, 1, 4, 0
8205, 242115, 2, 4, 2, 1, 1, 5, 0
8206, 242121, 2, 4, 2, 1, 2, 1, 0
8207, 242122, 2, 4, 2, 1, 2, 2, 0
8208, 242123, 2, 4, 2, 1, 2, 3, 0
8209, 242124, 2, 4, 2, 1, 2, 4, 0
8210, 242125, 2, 4, 2, 1, 2, 5, 0
8211, 242131, 2, 4, 2, 1, 3, 1, 0
8212, 242132, 2, 4, 2, 1, 3, 2, 0
8213, 242133, 2, 4, 2, 1, 3, 3, 0
8214, 242134, 2, 4, 2, 1, 3, 4, 0
8215, 242135, 2, 4, 2, 1, 3, 5, 0
8216, 242141, 2, 4, 2, 1, 4, 1, 0
8217, 242142, 2, 4, 2, 1, 4, 2, 0
8218, 242143, 2, 4, 2, 1, 4, 3, 0
8219, 242144, 2, 4, 2, 1, 4, 4, 0
8220, 242145, 2, 4, 2, 1, 4, 5, 0
8221, 242151, 2, 4, 2, 1, 5, 1, 0
8222, 242152, 2, 4, 2, 1, 5, 2, 0
8223, 242153, 2, 4, 2, 1, 5, 3, 0
8224, 242154, 2, 4, 2, 1, 5, 4, 0
8225, 242155, 2, 4, 2, 1, 5, 5, 0
8226, 242211, 2, 4, 2, 2, 1, 1, 0
8227, 242212, 2, 4, 2, 2, 1, 2, 0
8228, 242213, 2, 4, 2, 2, 1, 3, 0
8229, 242214, 2, 4, 2, 2, 1, 4, 0
8230, 242215, 2, 4, 2, 2, 1, 5, 0
8231, 242221, 2, 4, 2, 2, 2, 1, 0
8232, 242222, 2, 4, 2, 2, 2, 2, 0
8233, 242223, 2, 4, 2, 2, 2, 3, 0
8234, 242224, 2, 4, 2, 2, 2, 4, 0
8235, 242225, 2, 4, 2, 2, 2, 5, 0
8236, 242231, 2, 4, 2, 2, 3, 1, 0
8237, 242232, 2, 4, 2, 2, 3, 2, 0
8238, 242233, 2, 4, 2, 2, 3, 3, 0
8239, 242234, 2, 4, 2, 2, 3, 4, 0
8240, 242235, 2, 4, 2, 2, 3, 5, 0
8241, 242241, 2, 4, 2, 2, 4, 1, 0
8242, 242242, 2, 4, 2, 2, 4, 2, 0
8243, 242243, 2, 4, 2, 2, 4, 3, 0
8244, 242244, 2, 4, 2, 2, 4, 4, 0
8245, 242245, 2, 4, 2, 2, 4, 5, 0
8246, 242251, 2, 4, 2, 2, 5, 1, 0
8247, 242252, 2, 4, 2, 2, 5, 2, 0
8248, 242253, 2, 4, 2, 2, 5, 3, 0
8249, 242254, 2, 4, 2, 2, 5, 4, 0
8250, 242255, 2, 4, 2, 2, 5, 5, 0
8251, 242311, 2, 4, 2, 3, 1, 1, 0
8252, 242312, 2, 4, 2, 3, 1, 2, 0
8253, 242313, 2, 4, 2, 3, 1, 3, 0
8254, 242314, 2, 4, 2, 3, 1, 4, 0
8255, 242315, 2, 4, 2, 3, 1, 5, 0
8256, 242321, 2, 4, 2, 3, 2, 1, 0
8257, 242322, 2, 4, 2, 3, 2, 2, 0
8258, 242323, 2, 4, 2, 3, 2, 3, 0
8259, 242324, 2, 4, 2, 3, 2, 4, 0
8260, 242325, 2, 4, 2, 3, 2, 5, 0
8261, 242331, 2, 4, 2, 3, 3, 1, 0
8262, 242332, 2, 4, 2, 3, 3, 2, 0
8263, 242333, 2, 4, 2, 3, 3, 3, 0
8264, 242334, 2, 4, 2, 3, 3, 4, 0
8265, 242335, 2, 4, 2, 3, 3, 5, 0
8266, 242341, 2, 4, 2, 3, 4, 1, 0
8267, 242342, 2, 4, 2, 3, 4, 2, 0
8268, 242343, 2, 4, 2, 3, 4, 3, 0
8269, 242344, 2, 4, 2, 3, 4, 4, 0
8270, 242345, 2, 4, 2, 3, 4, 5, 0
8271, 242351, 2, 4, 2, 3, 5, 1, 0
8272, 242352, 2, 4, 2, 3, 5, 2, 0
8273, 242353, 2, 4, 2, 3, 5, 3, 0
8274, 242354, 2, 4, 2, 3, 5, 4, 0
8275, 242355, 2, 4, 2, 3, 5, 5, 0
8276, 242411, 2, 4, 2, 4, 1, 1, 0
8277, 242412, 2, 4, 2, 4, 1, 2, 0
8278, 242413, 2, 4, 2, 4, 1, 3, 0
8279, 242414, 2, 4, 2, 4, 1, 4, 0
8280, 242415, 2, 4, 2, 4, 1, 5, 0
8281, 242421, 2, 4, 2, 4, 2, 1, 0
8282, 242422, 2, 4, 2, 4, 2, 2, 0
8283, 242423, 2, 4, 2, 4, 2, 3, 0
8284, 242424, 2, 4, 2, 4, 2, 4, 0
8285, 242425, 2, 4, 2, 4, 2, 5, 0
8286, 242431, 2, 4, 2, 4, 3, 1, 0
8287, 242432, 2, 4, 2, 4, 3, 2, 0
8288, 242433, 2, 4, 2, 4, 3, 3, 0
8289, 242434, 2, 4, 2, 4, 3, 4, 0
8290, 242435, 2, 4, 2, 4, 3, 5, 0
8291, 242441, 2, 4, 2, 4, 4, 1, 0
8292, 242442, 2, 4, 2, 4, 4, 2, 0
8293, 242443, 2, 4, 2, 4, 4, 3, 0
8294, 242444, 2, 4, 2, 4, 4, 4, 0
8295, 242445, 2, 4, 2, 4, 4, 5, 0
8296, 242451, 2, 4, 2, 4, 5, 1, 0
8297, 242452, 2, 4, 2, 4, 5, 2, 0
8298, 242453, 2, 4, 2, 4, 5, 3, 0
8299, 242454, 2, 4, 2, 4, 5, 4, 0
8300, 242455, 2, 4, 2, 4, 5, 5, 0
8301, 243111, 2, 4, 3, 1, 1, 1, 0
8302, 243112, 2, 4, 3, 1, 1, 2, 0
8303, 243113, 2, 4, 3, 1, 1, 3, 0
8304, 243114, 2, 4, 3, 1, 1, 4, 0
8305, 243115, 2, 4, 3, 1, 1, 5, 0
8306, 243121, 2, 4, 3, 1, 2, 1, 0
8307, 243122, 2, 4, 3, 1, 2, 2, 0
8308, 243123, 2, 4, 3, 1, 2, 3, 0
8309, 243124, 2, 4, 3, 1, 2, 4, 0
8310, 243125, 2, 4, 3, 1, 2, 5, 0
8311, 243131, 2, 4, 3, 1, 3, 1, 0
8312, 243132, 2, 4, 3, 1, 3, 2, 0
8313, 243133, 2, 4, 3, 1, 3, 3, 0
8314, 243134, 2, 4, 3, 1, 3, 4, 0
8315, 243135, 2, 4, 3, 1, 3, 5, 0
8316, 243141, 2, 4, 3, 1, 4, 1, 0
8317, 243142, 2, 4, 3, 1, 4, 2, 0
8318, 243143, 2, 4, 3, 1, 4, 3, 0
8319, 243144, 2, 4, 3, 1, 4, 4, 0
8320, 243145, 2, 4, 3, 1, 4, 5, 0
8321, 243151, 2, 4, 3, 1, 5, 1, 0
8322, 243152, 2, 4, 3, 1, 5, 2, 0
8323, 243153, 2, 4, 3, 1, 5, 3, 0
8324, 243154, 2, 4, 3, 1, 5, 4, 0
8325, 243155, 2, 4, 3, 1, 5, 5, 0
8326, 243211, 2, 4, 3, 2, 1, 1, 0
8327, 243212, 2, 4, 3, 2, 1, 2, 0
8328, 243213, 2, 4, 3, 2, 1, 3, 0
8329, 243214, 2, 4, 3, 2, 1, 4, 0
8330, 243215, 2, 4, 3, 2, 1, 5, 0
8331, 243221, 2, 4, 3, 2, 2, 1, 0
8332, 243222, 2, 4, 3, 2, 2, 2, 0
8333, 243223, 2, 4, 3, 2, 2, 3, 0
8334, 243224, 2, 4, 3, 2, 2, 4, 0
8335, 243225, 2, 4, 3, 2, 2, 5, 0
8336, 243231, 2, 4, 3, 2, 3, 1, 0
8337, 243232, 2, 4, 3, 2, 3, 2, 0
8338, 243233, 2, 4, 3, 2, 3, 3, 0
8339, 243234, 2, 4, 3, 2, 3, 4, 0
8340, 243235, 2, 4, 3, 2, 3, 5, 0
8341, 243241, 2, 4, 3, 2, 4, 1, 0
8342, 243242, 2, 4, 3, 2, 4, 2, 0
8343, 243243, 2, 4, 3, 2, 4, 3, 0
8344, 243244, 2, 4, 3, 2, 4, 4, 0
8345, 243245, 2, 4, 3, 2, 4, 5, 0
8346, 243251, 2, 4, 3, 2, 5, 1, 0
8347, 243252, 2, 4, 3, 2, 5, 2, 0
8348, 243253, 2, 4, 3, 2, 5, 3, 0
8349, 243254, 2, 4, 3, 2, 5, 4, 0
8350, 243255, 2, 4, 3, 2, 5, 5, 0
8351, 243311, 2, 4, 3, 3, 1, 1, 0
8352, 243312, 2, 4, 3, 3, 1, 2, 0
8353, 243313, 2, 4, 3, 3, 1, 3, 0
8354, 243314, 2, 4, 3, 3, 1, 4, 0
8355, 243315, 2, 4, 3, 3, 1, 5, 0
8356, 243321, 2, 4, 3, 3, 2, 1, 0
8357, 243322, 2, 4, 3, 3, 2, 2, 0
8358, 243323, 2, 4, 3, 3, 2, 3, 0
8359, 243324, 2, 4, 3, 3, 2, 4, 0
8360, 243325, 2, 4, 3, 3, 2, 5, 0
8361, 243331, 2, 4, 3, 3, 3, 1, 0
8362, 243332, 2, 4, 3, 3, 3, 2, 0
8363, 243333, 2, 4, 3, 3, 3, 3, 0
8364, 243334, 2, 4, 3, 3, 3, 4, 0
8365, 243335, 2, 4, 3, 3, 3, 5, 0
8366, 243341, 2, 4, 3, 3, 4, 1, 0
8367, 243342, 2, 4, 3, 3, 4, 2, 0
8368, 243343, 2, 4, 3, 3, 4, 3, 0
8369, 243344, 2, 4, 3, 3, 4, 4, 0
8370, 243345, 2, 4, 3, 3, 4, 5, 0
8371, 243351, 2, 4, 3, 3, 5, 1, 0
8372, 243352, 2, 4, 3, 3, 5, 2, 0
8373, 243353, 2, 4, 3, 3, 5, 3, 0
8374, 243354, 2, 4, 3, 3, 5, 4, 0
8375, 243355, 2, 4, 3, 3, 5, 5, 0
8376, 243411, 2, 4, 3, 4, 1, 1, 0
8377, 243412, 2, 4, 3, 4, 1, 2, 0
8378, 243413, 2, 4, 3, 4, 1, 3, 0
8379, 243414, 2, 4, 3, 4, 1, 4, 0
8380, 243415, 2, 4, 3, 4, 1, 5, 0
8381, 243421, 2, 4, 3, 4, 2, 1, 0
8382, 243422, 2, 4, 3, 4, 2, 2, 0
8383, 243423, 2, 4, 3, 4, 2, 3, 0
8384, 243424, 2, 4, 3, 4, 2, 4, 0
8385, 243425, 2, 4, 3, 4, 2, 5, 0
8386, 243431, 2, 4, 3, 4, 3, 1, 0
8387, 243432, 2, 4, 3, 4, 3, 2, 0
8388, 243433, 2, 4, 3, 4, 3, 3, 0
8389, 243434, 2, 4, 3, 4, 3, 4, 0
8390, 243435, 2, 4, 3, 4, 3, 5, 0
8391, 243441, 2, 4, 3, 4, 4, 1, 0
8392, 243442, 2, 4, 3, 4, 4, 2, 0
8393, 243443, 2, 4, 3, 4, 4, 3, 0
8394, 243444, 2, 4, 3, 4, 4, 4, 0
8395, 243445, 2, 4, 3, 4, 4, 5, 0
8396, 243451, 2, 4, 3, 4, 5, 1, 0
8397, 243452, 2, 4, 3, 4, 5, 2, 0
8398, 243453, 2, 4, 3, 4, 5, 3, 0
8399, 243454, 2, 4, 3, 4, 5, 4, 0
8400, 243455, 2, 4, 3, 4, 5, 5, 0
8401, 244111, 2, 4, 4, 1, 1, 1, 0
8402, 244112, 2, 4, 4, 1, 1, 2, 0
8403, 244113, 2, 4, 4, 1, 1, 3, 0
8404, 244114, 2, 4, 4, 1, 1, 4, 0
8405, 244115, 2, 4, 4, 1, 1, 5, 0
8406, 244121, 2, 4, 4, 1, 2, 1, 0
8407, 244122, 2, 4, 4, 1, 2, 2, 0
8408, 244123, 2, 4, 4, 1, 2, 3, 0
8409, 244124, 2, 4, 4, 1, 2, 4, 0
8410, 244125, 2, 4, 4, 1, 2, 5, 0
8411, 244131, 2, 4, 4, 1, 3, 1, 0
8412, 244132, 2, 4, 4, 1, 3, 2, 0
